|ReviewDate|ReviewRating|ReviewText|ReviewTitle
1987|on december 31, 2015|3.0 out of 5 stars|after last year's gaff, when intuit eliminated some forms, i switched to h&r block. it looked a little different but did the job. intuit put those missing forms back in this year so i switched back to turbotax to give it another try. i purchased the deluxe version without the state forms. my state provides free online filing through their in-house computer system. i used to use the turbotax state program to double check the state filing to make sure that they matched. it has caught discrepancies. also, if you make errors in the free state filing system, you may be kicked out and instructed to file your returns via mail. it may pay to spend the extra $10 to get the version with your state for a back-up.|turbo tax deluxe 2015 federal taxes
1988|on december 31, 2015|4.0 out of 5 stars|i've used this for years. except for last year's corporate debacle, i've been pleased|four stars
1989|on december 30, 2015|2.0 out of 5 stars|"somes bugs and missing schedules.  not a very good roll-
            
            out."|poor roll-out
1990|on december 30, 2015|3.0 out of 5 stars|tt 2015 will not automatically update when running on windows 10.  they only have a manual patch that can be obtained online.|problems when running on windows 10
1991|on december 30, 2015|5.0 out of 5 stars|outstanding. i have used turbotax for about 10 years. i use it to file my taxes as well as close family members.|turbotax highly recommended
1992|on december 30, 2015|5.0 out of 5 stars|i like turbo tax deluxe as it is easy to use and much better than the software i used previously.  it covers everything without me having to force figures for my hsa account.|best tax software i have used.
1993|on december 30, 2015|5.0 out of 5 stars|turbo tax makes my life much easier.|five stars
1994|on december 30, 2015|5.0 out of 5 stars|product does what i need it to do|fit's my needs!
1995|on december 30, 2015|5.0 out of 5 stars|easy to follow. i use it every year|five stars
1996|on december 30, 2015|5.0 out of 5 stars|my 12th year with turbotax and still very easy to load and use.  i love this product|great for people with few deductions
1997|on december 30, 2015|4.0 out of 5 stars|working well so far|reliable software
1998|on december 30, 2015|3.0 out of 5 stars|won't function on one of my win10 computers.  does function on my old vista machine.|win10 compatible?
1999|on december 30, 2015|3.0 out of 5 stars|giving an acceptable rating is really a little unfair as i have used tt for the past 5+ years as thought it was great.  this year however, i needed to complete my taxes before the 1st of the year in order to see how much money i could move from ira to non-ira accounts without suffering a tax hit. i usually purchase tt at costco in january and save a few bucks but like i said this year i needed to do my taxes before the 1st so i purchased tt online in december and proceeded with doing my taxes. i quickly found that even though intuit is selling tt-2015 in december the product is not functionally complete as the irs has not provided all the 2015 tax related forms/calculations. intuit would claim it's not there fault there just selling the product not providing the tax laws/rules. they would be correct in there claim but i would not have purchased tt-2015 early knowing it was not complete.|wait till january to purchase tt-2015
